datetime,portfolio_value,cash,positions,return
2024-02-26 09:30:00-05:00,88730.29079284667,43999.891867065424,"[{'asset': USD, 'quantity': 43999.891867065424}, {'asset': SPY, 'quantity': 88.0}]",0.0
2024-02-27 09:30:00-05:00,88589.49294128417,43999.891867065424,"[{'asset': USD, 'quantity': 43999.891867065424}, {'asset': SPY, 'quantity': 88.0}]",-0.0015868070565802084
2024-02-28 09:30:00-05:00,88468.9306854248,43999.891867065424,"[{'asset': USD, 'quantity': 43999.891867065424}, {'asset': SPY, 'quantity': 88.0}]",-0.001360909198783622
2024-02-29 09:30:00-05:00,88710.05251159667,43999.891867065424,"[{'asset': USD, 'quantity': 43999.891867065424}, {'asset': SPY, 'quantity': 88.0}]",0.002725497237321184
2024-03-01 09:30:00-05:00,88790.1328338623,43999.891867065424,"[{'asset': USD, 'quantity': 43999.891867065424}, {'asset': SPY, 'quantity': 88.0}]",0.0009027198158308991
2024-03-02 09:30:00-05:00,88790.1328338623,43999.891867065424,"[{'asset': USD, 'quantity': 43999.891867065424}, {'asset': SPY, 'quantity': 88.0}]",0.0
2024-03-02 09:29:00-05:00,88790.1328338623,43999.891867065424,"[{'asset': USD, 'quantity': 43999.891867065424}, {'asset': SPY, 'quantity': 88.0}]",0.0
2024-03-04 08:30:00-05:00,89058.53444519042,43999.891867065424,"[{'asset': USD, 'quantity': 43999.891867065424}, {'asset': SPY, 'quantity': 88.0}]",0.003022876560285548
2024-03-04 09:30:00-05:00,89058.53444519042,43999.891867065424,"[{'asset': USD, 'quantity': 43999.891867065424}, {'asset': SPY, 'quantity': 88.0}]",0.0
2024-03-04 09:30:00-05:00,89058.53444519042,43999.891867065424,"[{'asset': USD, 'quantity': 43999.891867065424}, {'asset': SPY, 'quantity': 88.0}]",0.0
2024-03-05 09:30:00-05:00,88824.03932800292,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",-0.002633044869291168
2024-03-06 09:30:00-05:00,88864.6490081787,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.00045719245018593924
2024-03-07 09:30:00-05:00,89203.94252624511,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0038180932671572076
2024-03-08 09:30:00-05:00,89507.86348571777,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0034070350577075637
2024-03-09 09:30:00-05:00,89507.86348571777,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-09 09:29:00-05:00,89507.86348571777,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-11 08:30:00-04:00,89244.55220642089,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",-0.0029417670028386578
